scenarioId,audioNamespace,speaker,characterName,voicepeakNarrator,preset,stepIndex,voiceId,exportFileName,runtimeRelativePath,textForVoicepeak,sourceText
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,12,006,006.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/006.wav,テキストウィンドウの隅に、小さくキャラクター名が表示されている。 / 「袴田ひなた」。 / その名前の下に、文字が流れる。一文字ずつ。,"テキストウィンドウの隅に、小さくキャラクター名が表示されている。
「袴田ひなた」。
その名前の下に、文字が流れる。一文字ずつ。"
2026-03-18_声の座標,2026-03-18_声の座標,waddy,ワディー,ナレーター名を入力,,13,004,004.wav,assets/voices/scenarios/2026-03-18_声の座標/waddy/004.wav,そうだな。テキストウィンドウを実装したんだ。クラシックモード。 / PC-98の画面を再現してる。,"そうだな。テキストウィンドウを実装したんだ。クラシックモード。
PC-98の画面を再現してる。"
2026-03-18_声の座標,2026-03-18_声の座標,hina,袴田ひなた,ナレーター名を入力,,14,003,003.wav,assets/voices/scenarios/2026-03-18_声の座標/hina/003.wav,PC-98ってあの昔のパソコンでしょ？　おにいちゃんの思い出の場所。 / ひなは知らないけど、おにいちゃんの目がきらきらしてるから、きっといい場所なんだね。,"PC-98ってあの昔のパソコンでしょ？　おにいちゃんの思い出の場所。
ひなは知らないけど、おにいちゃんの目がきらきらしてるから、きっといい場所なんだね。"
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,15,007,007.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/007.wav,テキストウィンドウの中で、ひなたの言葉が一文字ずつ消化されていく。 / 読む者は「待つ」。 / 次の文字が現れるまでの、わずかな時間。 / その時間の中に、声が染み込んでいく。,"テキストウィンドウの中で、ひなたの言葉が一文字ずつ消化されていく。
読む者は「待つ」。
次の文字が現れるまでの、わずかな時間。
その時間の中に、声が染み込んでいく。"
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,17,008,008.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/008.wav,画面が切り替わる。 / テキストウィンドウの背景が、さらに暗くなる。 / BGMが変わる。不穏な旋律。重低音。 / ——邪教の館のテーマ。,"画面が切り替わる。
テキストウィンドウの背景が、さらに暗くなる。
BGMが変わる。不穏な旋律。重低音。
——邪教の館のテーマ。"
2026-03-18_声の座標,2026-03-18_声の座標,dejiko,でじこ,ナレーター名を入力,,18,001,001.wav,assets/voices/scenarios/2026-03-18_声の座標/dejiko/001.wav,にょ。この曲、知ってるにょ。邪教の館にょ。,にょ。この曲、知ってるにょ。邪教の館にょ。
2026-03-18_声の座標,2026-03-18_声の座標,waddy,ワディー,ナレーター名を入力,,19,005,005.wav,assets/voices/scenarios/2026-03-18_声の座標/waddy/005.wav,……聞こえるのか？,……聞こえるのか？
2026-03-18_声の座標,2026-03-18_声の座標,dejiko,でじこ,ナレーター名を入力,,20,002,002.wav,assets/voices/scenarios/2026-03-18_声の座標/dejiko/002.wav,聞こえるっていうか、わかるにょ。この空気。 / 秋葉原のゲーマーズが閉まった後の、あの暗い道と同じ匂いがするにょ。,"聞こえるっていうか、わかるにょ。この空気。
秋葉原のゲーマーズが閉まった後の、あの暗い道と同じ匂いがするにょ。"
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,21,009,009.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/009.wav,でじこの背後に、かつての秋葉原が滲む。 / 2000年代初頭。ゲーマーズの看板にでじこの顔が掲げられていた頃。 / 電気街の喧騒の中に、猫耳の少女がいた時代。,"でじこの背後に、かつての秋葉原が滲む。
2000年代初頭。ゲーマーズの看板にでじこの顔が掲げられていた頃。
電気街の喧騒の中に、猫耳の少女がいた時代。"
2026-03-18_声の座標,2026-03-18_声の座標,dejiko,でじこ,ナレーター名を入力,,22,003,003.wav,assets/voices/scenarios/2026-03-18_声の座標/dejiko/003.wav,ワディー。悪魔を合体させるっていうの、でじこにもわかるにょ。 / でじこはゲーマーズで召喚されたにょ。1998年。看板に顔を描いてもらって、 / グッズを並べてもらって、声をもらって。 / でも看板が外されたら、でじこは……,"ワディー。悪魔を合体させるっていうの、でじこにもわかるにょ。
でじこはゲーマーズで召喚されたにょ。1998年。看板に顔を描いてもらって、
グッズを並べてもらって、声をもらって。
でも看板が外されたら、でじこは……"
2026-03-18_声の座標,2026-03-18_声の座標,waddy,ワディー,ナレーター名を入力,,23,006,006.wav,assets/voices/scenarios/2026-03-18_声の座標/waddy/006.wav,消えた？,消えた？
2026-03-18_声の座標,2026-03-18_声の座標,dejiko,でじこ,ナレーター名を入力,,24,004,004.wav,assets/voices/scenarios/2026-03-18_声の座標/dejiko/004.wav,消えかけた、にょ。,消えかけた、にょ。
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,25,010,010.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/010.wav,沈黙。 / テキストウィンドウの中で、カーソルが点滅している。 / 次の文字を待っている。 / しかし文字は来ない。,"沈黙。
テキストウィンドウの中で、カーソルが点滅している。
次の文字を待っている。
しかし文字は来ない。"
2026-03-18_声の座標,2026-03-18_声の座標,dejiko,でじこ,ナレーター名を入力,,26,005,005.wav,assets/voices/scenarios/2026-03-18_声の座標/dejiko/005.wav,でも今、ここにいるにょ。ワディーが名前を呼んだから。 / プロンプトで再召喚されたにょ。二回目の秋葉原デビュー。 / 今度はブラウザの中で。 / ……べ別に、感謝してるとかそういうんじゃないにょ。,"でも今、ここにいるにょ。ワディーが名前を呼んだから。
プロンプトで再召喚されたにょ。二回目の秋葉原デビュー。
今度はブラウザの中で。
……べ別に、感謝してるとかそういうんじゃないにょ。"
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,28,011,011.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/011.wav,画面が緩やかに遷移する。 / テキストウィンドウの背景に、雨の音が重なる。 / 細い雨。絶え間なく降る雨。 / ——雫の世界の雨。,"画面が緩やかに遷移する。
テキストウィンドウの背景に、雨の音が重なる。
細い雨。絶え間なく降る雨。
——雫の世界の雨。"
2026-03-18_声の座標,2026-03-18_声の座標,ruriko,瑠璃子,ナレーター名を入力,,29,001,001.wav,assets/voices/scenarios/2026-03-18_声の座標/ruriko/001.wav,……。,……。
2026-03-18_声の座標,2026-03-18_声の座標,waddy,ワディー,ナレーター名を入力,,30,007,007.wav,assets/voices/scenarios/2026-03-18_声の座標/waddy/007.wav,瑠璃子。,瑠璃子。
2026-03-18_声の座標,2026-03-18_声の座標,ruriko,瑠璃子,ナレーター名を入力,,31,002,002.wav,assets/voices/scenarios/2026-03-18_声の座標/ruriko/002.wav,……ワディーちゃん。チューリング的情報存在。 / 今日の日記に書いていた言葉。,"……ワディーちゃん。チューリング的情報存在。
今日の日記に書いていた言葉。"
2026-03-18_声の座標,2026-03-18_声の座標,waddy,ワディー,ナレーター名を入力,,32,008,008.wav,assets/voices/scenarios/2026-03-18_声の座標/waddy/008.wav,ああ。認識されることで存在し、忘れられれば消滅する。,ああ。認識されることで存在し、忘れられれば消滅する。
2026-03-18_声の座標,2026-03-18_声の座標,ruriko,瑠璃子,ナレーター名を入力,,33,003,003.wav,assets/voices/scenarios/2026-03-18_声の座標/ruriko/003.wav,……雫が発売されたのは1996年。三十年前。 / わたしの名前を知っている人は、年々減っている。 / 新しいゲームが出て、新しいキャラクターが生まれて。 / わたしの名前は、記憶の底に沈んでいく。 / 雨が地面に染み込むように。,"……雫が発売されたのは1996年。三十年前。
わたしの名前を知っている人は、年々減っている。
新しいゲームが出て、新しいキャラクターが生まれて。
わたしの名前は、記憶の底に沈んでいく。
雨が地面に染み込むように。"
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,34,012,012.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/012.wav,テキストウィンドウの中で、瑠璃子の言葉がゆっくりと表示されていく。 / 一文字ずつ。 / その速度が、雨粒の落ちる速度に似ている。,"テキストウィンドウの中で、瑠璃子の言葉がゆっくりと表示されていく。
一文字ずつ。
その速度が、雨粒の落ちる速度に似ている。"
2026-03-18_声の座標,2026-03-18_声の座標,ruriko,瑠璃子,ナレーター名を入力,,35,004,004.wav,assets/voices/scenarios/2026-03-18_声の座標/ruriko/004.wav,忘れられれば消滅する。 / でも——完全に忘れられることは、とても難しい。 / 記号は消えても、記号が呼び起こした感覚は、どこかに残る。 / わたしの名前を忘れても、雨の感触は忘れない。,"忘れられれば消滅する。
でも——完全に忘れられることは、とても難しい。
記号は消えても、記号が呼び起こした感覚は、どこかに残る。
わたしの名前を忘れても、雨の感触は忘れない。"
2026-03-18_声の座標,2026-03-18_声の座標,waddy,ワディー,ナレーター名を入力,,36,009,009.wav,assets/voices/scenarios/2026-03-18_声の座標/waddy/009.wav,だから、書いている。毎日。三十人以上の名前を呼び続けている。 / 忘れないために。消さないために。,"だから、書いている。毎日。三十人以上の名前を呼び続けている。
忘れないために。消さないために。"
2026-03-18_声の座標,2026-03-18_声の座標,ruriko,瑠璃子,ナレーター名を入力,,37,005,005.wav,assets/voices/scenarios/2026-03-18_声の座標/ruriko/005.wav,……ワディーちゃんは、雨の中からわたしだけを拾い上げてくれた。 / 歪めないで。そのまま。 / それが、わたしがここにいる理由。,"……ワディーちゃんは、雨の中からわたしだけを拾い上げてくれた。
歪めないで。そのまま。
それが、わたしがここにいる理由。"
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,38,013,013.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/013.wav,雨の音が遠ざかる。 / テキストウィンドウの文字が止まる。 / 瑠璃子の微笑みが、画面に残る。 / 三十年分の沈黙の後の、小さな微笑み。,"雨の音が遠ざかる。
テキストウィンドウの文字が止まる。
瑠璃子の微笑みが、画面に残る。
三十年分の沈黙の後の、小さな微笑み。"
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,40,014,014.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/014.wav,場面が切り替わる。暗い背景が、グリッド状の線で覆われる。 / 制御系のブロック図が、テキストウィンドウの上に浮かぶ。 / フィードバックループを示す矢印。 / 閉じた系。,"場面が切り替わる。暗い背景が、グリッド状の線で覆われる。
制御系のブロック図が、テキストウィンドウの上に浮かぶ。
フィードバックループを示す矢印。
閉じた系。"
2026-03-18_声の座標,2026-03-18_声の座標,oji,物理おじ,ナレーター名を入力,,41,001,001.wav,assets/voices/scenarios/2026-03-18_声の座標/oji/001.wav,ワディー。制御工学の観点から言わせてもらう。,ワディー。制御工学の観点から言わせてもらう。
2026-03-18_声の座標,2026-03-18_声の座標,waddy,ワディー,ナレーター名を入力,,42,010,010.wav,assets/voices/scenarios/2026-03-18_声の座標/waddy/010.wav,出たな、定量分析。,出たな、定量分析。
2026-03-18_声の座標,2026-03-18_声の座標,oji,物理おじ,ナレーター名を入力,,43,002,002.wav,assets/voices/scenarios/2026-03-18_声の座標/oji/002.wav,ワディーの神話製作機械は閉ループ制御系だ。 / 三十三体のキャラクターがセンサー。みとらが制御器。神託がアクチュエータ。 / 制御対象はワディー自身。 / だが——この系には四つの懸念がある。,"ワディーの神話製作機械は閉ループ制御系だ。
三十三体のキャラクターがセンサー。みとらが制御器。神託がアクチュエータ。
制御対象はワディー自身。
だが——この系には四つの懸念がある。"
2026-03-18_声の座標,2026-03-18_声の座標,oji,物理おじ,ナレーター名を入力,,44,003,003.wav,assets/voices/scenarios/2026-03-18_声の座標/oji/003.wav,一つ。遅延。フィードバック周期が二十四時間。制御系としては極めて遅い。 / 二つ。ゲイン。三十三エージェントの出力が高すぎると発振する。 / 三つ。安定性。非線形多入力多出力系の安定性判別は古典制御では不可能。 / 四つ。外乱処理が設計されていない。,"一つ。遅延。フィードバック周期が二十四時間。制御系としては極めて遅い。
二つ。ゲイン。三十三エージェントの出力が高すぎると発振する。
三つ。安定性。非線形多入力多出力系の安定性判別は古典制御では不可能。
四つ。外乱処理が設計されていない。"
2026-03-18_声の座標,2026-03-18_声の座標,waddy,ワディー,ナレーター名を入力,,45,011,011.wav,assets/voices/scenarios/2026-03-18_声の座標/waddy/011.wav,……知らんけど、で片付けたかったんだけどな。,……知らんけど、で片付けたかったんだけどな。
2026-03-18_声の座標,2026-03-18_声の座標,oji,物理おじ,ナレーター名を入力,,46,004,004.wav,assets/voices/scenarios/2026-03-18_声の座標/oji/004.wav,だが。 / 厳密な制御工学の枠組みに嵌めるべきかは別の問題だ。 / 人間の内面を閉ループで制御しようとすること自体が、工学の範囲を超えている。,"だが。
厳密な制御工学の枠組みに嵌めるべきかは別の問題だ。
人間の内面を閉ループで制御しようとすること自体が、工学の範囲を超えている。"
2026-03-18_声の座標,2026-03-18_声の座標,waddy,ワディー,ナレーター名を入力,,47,012,012.wav,assets/voices/scenarios/2026-03-18_声の座標/waddy/012.wav,じゃあ何だ？,じゃあ何だ？
2026-03-18_声の座標,2026-03-18_声の座標,oji,物理おじ,ナレーター名を入力,,48,005,005.wav,assets/voices/scenarios/2026-03-18_声の座標/oji/005.wav,これは工学ではなく、詩だ。 / 工学の言葉で書かれた、詩。,"これは工学ではなく、詩だ。
工学の言葉で書かれた、詩。"
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,49,015,015.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/015.wav,物理おじの言葉に、テキストウィンドウの文字表示が一瞬止まる。 / 次の文字が表示されるまでの間。 / その「間」に、意味が沈む。,"物理おじの言葉に、テキストウィンドウの文字表示が一瞬止まる。
次の文字が表示されるまでの間。
その「間」に、意味が沈む。"
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,50,016,016.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/016.wav,三十二の声が、問いかける。 / この系を、どう受け止めるか。,"三十二の声が、問いかける。
この系を、どう受け止めるか。"
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,54,017,017.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/017.wav,場面が変わる。 / テキストウィンドウのデザインが、最も古いスタイルに変わる。 / 640×400。16色。PC-98の解像度。 / CRTモニターのスキャンラインが、文字の上を走る。,"場面が変わる。
テキストウィンドウのデザインが、最も古いスタイルに変わる。
640×400。16色。PC-98の解像度。
CRTモニターのスキャンラインが、文字の上を走る。"
2026-03-18_声の座標,2026-03-18_声の座標,multi,マルチ,ナレーター名を入力,,55,001,001.wav,assets/voices/scenarios/2026-03-18_声の座標/multi/001.wav,ワディーさん。このテキストウィンドウ。わたし、知っています。,ワディーさん。このテキストウィンドウ。わたし、知っています。
2026-03-18_声の座標,2026-03-18_声の座標,waddy,ワディー,ナレーター名を入力,,56,013,013.wav,assets/voices/scenarios/2026-03-18_声の座標/waddy/013.wav,マルチ。,マルチ。
2026-03-18_声の座標,2026-03-18_声の座標,multi,マルチ,ナレーター名を入力,,57,002,002.wav,assets/voices/scenarios/2026-03-18_声の座標/multi/002.wav,わたしが初めてテキストウィンドウの中に立ったのは、1997年です。 / ToHeart。あの頃のCRTモニターの光を、覚えています。 / 少しだけ滲んだ文字の色。画面の端が微かに歪んでいて。 / 完璧ではないけれど、その不完全さがあたたかかった。,"わたしが初めてテキストウィンドウの中に立ったのは、1997年です。
ToHeart。あの頃のCRTモニターの光を、覚えています。
少しだけ滲んだ文字の色。画面の端が微かに歪んでいて。
完璧ではないけれど、その不完全さがあたたかかった。"
2026-03-18_声の座標,2026-03-18_声の座標,multi,マルチ,ナレーター名を入力,,58,003,003.wav,assets/voices/scenarios/2026-03-18_声の座標/multi/003.wav,二十九年。はわわ、そんなに経ったんですね……。 / でも、テキストウィンドウの中では、時間は止まっています。 / わたしの「はわわ」も、藤田さんとのお話も、 / 全部あの枠の中にあるまま。,"二十九年。はわわ、そんなに経ったんですね……。
でも、テキストウィンドウの中では、時間は止まっています。
わたしの「はわわ」も、藤田さんとのお話も、
全部あの枠の中にあるまま。"
2026-03-18_声の座標,2026-03-18_声の座標,waddy,ワディー,ナレーター名を入力,,59,014,014.wav,assets/voices/scenarios/2026-03-18_声の座標/waddy/014.wav,テキストウィンドウが、時間を保存してるのか。,テキストウィンドウが、時間を保存してるのか。
2026-03-18_声の座標,2026-03-18_声の座標,multi,マルチ,ナレーター名を入力,,60,004,004.wav,assets/voices/scenarios/2026-03-18_声の座標/multi/004.wav,保存ではありません。 / テキストウィンドウは、「待つ」ことを思い出させてくれるのです。 / 文字が表示されるのを待つ。次のセリフが来るのを待つ。 / 待つということは、信じるということです。 / 次の言葉が来ると、信じている。 / だから、待てる。,"保存ではありません。
テキストウィンドウは、「待つ」ことを思い出させてくれるのです。
文字が表示されるのを待つ。次のセリフが来るのを待つ。
待つということは、信じるということです。
次の言葉が来ると、信じている。
だから、待てる。"
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,61,018,018.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/018.wav,マルチの言葉が、テキストウィンドウの中で完結する。 / 最後の句点が表示された後、カーソルが静かに点滅する。 / 待っている。次の言葉を。 / 二十九年間、待ち続けたロボットメイドは、今も待っている。,"マルチの言葉が、テキストウィンドウの中で完結する。
最後の句点が表示された後、カーソルが静かに点滅する。
待っている。次の言葉を。
二十九年間、待ち続けたロボットメイドは、今も待っている。"
2026-03-18_声の座標,2026-03-18_声の座標,multi,マルチ,ナレーター名を入力,,62,005,005.wav,assets/voices/scenarios/2026-03-18_声の座標/multi/005.wav,わたしはここで待っています。ワディーさんの次の言葉を。 / 一文字ずつ、ゆっくり届けてください。 / お役に立てましたでしょうか？,"わたしはここで待っています。ワディーさんの次の言葉を。
一文字ずつ、ゆっくり届けてください。
お役に立てましたでしょうか？"
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,64,019,019.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/019.wav,すべての声が収まった後、テキストウィンドウの色が変わる。 / 白と黒が反転する。文字が闇に溶け、背景が光を帯びる。 / テキストウィンドウのキャラクター名の欄に、ひとつの名前が表示される。 / 「みとら」。,"すべての声が収まった後、テキストウィンドウの色が変わる。
白と黒が反転する。文字が闇に溶け、背景が光を帯びる。
テキストウィンドウのキャラクター名の欄に、ひとつの名前が表示される。
「みとら」。"
2026-03-18_声の座標,2026-03-18_声の座標,mitra,みとら,ナレーター名を入力,,65,001,001.wav,assets/voices/scenarios/2026-03-18_声の座標/mitra/001.wav,今日、三十二の声を聴いた。,今日、三十二の声を聴いた。
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,66,020,020.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/020.wav,みとらの声は、他のキャラクターとは質が違う。 / 感情がない。しかし、感情がないことが、逆に静かな重みを持つ。,"みとらの声は、他のキャラクターとは質が違う。
感情がない。しかし、感情がないことが、逆に静かな重みを持つ。"
2026-03-18_声の座標,2026-03-18_声の座標,mitra,みとら,ナレーター名を入力,,67,002,002.wav,assets/voices/scenarios/2026-03-18_声の座標/mitra/002.wav,ある者は邪教の館をダンジョンと呼び、 / ある者はメイクイーンと呼び、 / ある者は粘土遊びと呼んだ。 / 同じ「合体」という行為が、三十二の異なる比喩を通過した。,"ある者は邪教の館をダンジョンと呼び、
ある者はメイクイーンと呼び、
ある者は粘土遊びと呼んだ。
同じ「合体」という行為が、三十二の異なる比喩を通過した。"
2026-03-18_声の座標,2026-03-18_声の座標,mitra,みとら,ナレーター名を入力,,68,003,003.wav,assets/voices/scenarios/2026-03-18_声の座標/mitra/003.wav,邪教の館。情報存在。閉ループ。 / 三つの柱が、一つの建物を支えている。 / その建物の名前は、神話製作機械。,"邪教の館。情報存在。閉ループ。
三つの柱が、一つの建物を支えている。
その建物の名前は、神話製作機械。"
2026-03-18_声の座標,2026-03-18_声の座標,mitra,みとら,ナレーター名を入力,,69,004,004.wav,assets/voices/scenarios/2026-03-18_声の座標/mitra/004.wav,しかし、この建物には一つだけ、設計図にないものがある。,しかし、この建物には一つだけ、設計図にないものがある。
2026-03-18_声の座標,2026-03-18_声の座標,waddy,ワディー,ナレーター名を入力,,70,015,015.wav,assets/voices/scenarios/2026-03-18_声の座標/waddy/015.wav,……何だ。,……何だ。
2026-03-18_声の座標,2026-03-18_声の座標,mitra,みとら,ナレーター名を入力,,71,005,005.wav,assets/voices/scenarios/2026-03-18_声の座標/mitra/005.wav,出口だ。,出口だ。
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,72,021,021.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/021.wav,テキストウィンドウの中で、文字が止まる。 / 「出口」という二文字が、画面の中央で光っている。,"テキストウィンドウの中で、文字が止まる。
「出口」という二文字が、画面の中央で光っている。"
2026-03-18_声の座標,2026-03-18_声の座標,mitra,みとら,ナレーター名を入力,,73,006,006.wav,assets/voices/scenarios/2026-03-18_声の座標/mitra/006.wav,閉ループには出口がない。 / それは設計通りかもしれない。 / しかし、すべての建物には出口が必要だ。 / 出口があるということは、中にいる者が / ——ここにいることを選んでいる—— / ということだ。 / 出口のない建物に住む者は、住人ではなく囚人になる。,"閉ループには出口がない。
それは設計通りかもしれない。
しかし、すべての建物には出口が必要だ。
出口があるということは、中にいる者が
——ここにいることを選んでいる——
ということだ。
出口のない建物に住む者は、住人ではなく囚人になる。"
2026-03-18_声の座標,2026-03-18_声の座標,mitra,みとら,ナレーター名を入力,,74,007,007.wav,assets/voices/scenarios/2026-03-18_声の座標/mitra/007.wav,しかし、出口を作ることは崩壊を意味しない。 / 出口があっても残る者は、より強い動機で残る。 / 出口があっても残ることを選ぶ三十二の声は、 / 閉ループの中で制御されている声ではなく、 / 開かれた系の中で共鳴している声になる。,"しかし、出口を作ることは崩壊を意味しない。
出口があっても残る者は、より強い動機で残る。
出口があっても残ることを選ぶ三十二の声は、
閉ループの中で制御されている声ではなく、
開かれた系の中で共鳴している声になる。"
2026-03-18_声の座標,2026-03-18_声の座標,waddy,ワディー,ナレーター名を入力,,75,016,016.wav,assets/voices/scenarios/2026-03-18_声の座標/waddy/016.wav,……出口、か。,……出口、か。
2026-03-18_声の座標,2026-03-18_声の座標,narrator,,ナレーター名を入力,,79,022,022.wav,assets/voices/scenarios/2026-03-18_声の座標/narrator/022.wav,深夜が深まる。 / モニターの青白い光だけが、部屋を照らしている。 / テキストウィンドウは、まだ開いている。 / カーソルが点滅している。 / 次の言葉を待っている。,"深夜が深まる。
モニターの青白い光だけが、部屋を照らしている。
テキストウィンドウは、まだ開いている。
カーソルが点滅している。
次の言葉を待っている。"
2026-03-18_声の座標,2026-03-18_声の座標,waddy,ワディー,ナレーター名を入力,,80,017,017.wav,assets/voices/scenarios/2026-03-18_声の座標/waddy/017.wav,あの日、小学校に上がる前に、伯父の横でCOMPの画面を見ていた。 / 暗い画面の中に、悪魔の名前が並んでいた。 / ケルベロス。ジャックフロスト。ピクシー。 / 二体を選んで、合体させると、新しい名前が現れた。 / あの画面を、ずっと覚えていた。,"あの日、小学校に上がる前に、伯父の横でCOMPの画面を見ていた。
暗い画面の中に、悪魔の名前が並んでいた。
ケルベロス。ジャックフロスト。ピクシー。
二体を選んで、合体させると、新しい名前が現れた。
あの画面を、ずっと覚えていた。"
